,Age,StrService,HoursPerDay,WhileWorking,Instrumentalist,Composer,FavGenre,Exploratory,ForeignLanguages,FrequencyClassical,FrequencyCountry,FrequencyEDM,FrequencyFolk,FrequencyGospel,FrequencyHipHop,FrequencyJazz,FrequencyKpop,FrequencyLatin,FrequencyLofi,FrequencyMetal,FrequencyPop,FrequencyR&B,FrequencyRap,FrequencyRock,FrequencyVideoGameMusic,Anxiety,Depression,Insomnia,OCD,MusicEffects,BPM
353,26,Spotify,4.0,Да,Нет,Нет,Pop,Да,Да,Иногда,Иногда,Редко,Редко,Никогда,Иногда,Никогда,Редко,Никогда,Редко,Никогда,Очень часто,Редко,Редко,Очень часто,Редко,8,7,2,10,Нет эффекта,140.0
354,17,Spotify,3.0,Да,Нет,Нет,Pop,Да,Да,Иногда,Иногда,Иногда,Редко,Редко,Очень часто,Редко,Очень часто,Никогда,Очень часто,Никогда,Очень часто,Очень часто,Очень часто,Очень часто,Редко,1,1,1,0,Улучшение,120.0
355,59,YouTube Music,2.0,Да,Нет,Нет,Pop,Да,Нет,Редко,Никогда,Очень часто,Редко,Никогда,Редко,Иногда,Редко,Редко,Редко,Никогда,Очень часто,Очень часто,Редко,Иногда,Никогда,1,1,3,0,Улучшение,103.0
356,22,Spotify,2.0,Да,Да,Да,Pop,Да,Нет,Редко,Редко,Никогда,Редко,Редко,Иногда,Иногда,Никогда,Редко,Редко,Никогда,Очень часто,Очень часто,Иногда,Иногда,Редко,2,7,1,2,Улучшение,72.0
357,17,Apple Music,3.0,Да,Нет,Нет,Pop,Да,Да,Иногда,Редко,Никогда,Никогда,Никогда,Очень часто,Иногда,Очень часто,Редко,Никогда,Никогда,Очень часто,Редко,Очень часто,Иногда,Редко,6,2,3,1,Нет эффекта,113.0
358,27,Spotify,2.0,Нет,Нет,Нет,Pop,Нет,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Очень часто,Никогда,Иногда,Иногда,Редко,7,7,3,2,Нет эффекта,120.0
359,21,Не пользуюсь,10.0,Да,Нет,Нет,Pop,Да,Нет,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Никогда,Иногда,Никогда,9,7,5,5,Улучшение,112.0
360,17,Spotify,2.0,Да,Нет,Нет,Pop,Да,Да,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Редко,Никогда,Никогда,Очень часто,Очень часто,Никогда,Очень часто,Очень часто,Очень часто,7,6,3,1,Улучшение,208.0
361,43,Spotify,1.0,Да,Нет,Нет,Pop,Да,Нет,Иногда,Никогда,Никогда,Иногда,Редко,Иногда,Редко,Никогда,Никогда,Редко,Никогда,Очень часто,Редко,Редко,Иногда,Никогда,3,3,0,0,Улучшение,134.0
362,15,Pandora,2.0,Да,Да,Нет,Pop,Да,Нет,Редко,Иногда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Очень часто,Никогда,Никогда,Очень часто,Иногда,Иногда,Никогда,Никогда,6,0,0,2,Улучшение,145.0
363,23,Не пользуюсь,2.0,Да,Нет,Нет,Pop,Да,Да,Редко,Очень часто,Никогда,Редко,Очень часто,Очень часто,Иногда,Редко,Никогда,Редко,Никогда,Очень часто,Очень часто,Очень часто,Очень часто,Иногда,6,1,0,5,Улучшение,109.0
364,14,Spotify,1.0,Да,Да,Нет,Pop,Да,Нет,Редко,Редко,Очень часто,Редко,Редко,Иногда,Иногда,Иногда,Редко,Иногда,Редко,Очень часто,Иногда,Иногда,Иногда,Иногда,6,6,3,0,Улучшение,140.0
365,20,Spotify,2.0,Да,Да,Нет,Pop,Нет,Да,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Редко,6,2,2,1,Нет эффекта,132.0
366,17,Apple Music,2.0,Да,Нет,Нет,Pop,Нет,Да,Редко,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Иногда,Редко,Очень часто,Очень часто,Никогда,Никогда,Иногда,9,8,4,8,Улучшение,117.0
367,18,Spotify,1.0,Да,Да,Нет,Pop,Нет,Да,Иногда,Редко,Никогда,Никогда,Редко,Никогда,Редко,Никогда,Иногда,Редко,Никогда,Очень часто,Никогда,Никогда,Никогда,Очень часто,8,7,7,0,Улучшение,105.0
368,16,Spotify,4.0,Да,Нет,Нет,Pop,Да,Да,Редко,Редко,Иногда,Иногда,Редко,Очень часто,Редко,Иногда,Редко,Иногда,Редко,Очень часто,Редко,Редко,Редко,Редко,7,5,7,8,Улучшение,150.0
369,14,Apple Music,2.0,Да,Нет,Нет,Pop,Да,Нет,Редко,Никогда,Никогда,Иногда,Никогда,Иногда,Никогда,Редко,Очень часто,Редко,Редко,Очень часто,Иногда,Иногда,Редко,Никогда,6,0,0,0,Улучшение,78.0
370,23,Spotify,2.0,Да,Нет,Нет,Pop,Нет,Нет,Иногда,Редко,Редко,Иногда,Никогда,Очень часто,Иногда,Никогда,Никогда,Никогда,Никогда,Очень часто,Очень часто,Очень часто,Иногда,Иногда,7,6,4,3,Улучшение,75.0
371,49,Spotify,1.0,Нет,Нет,Нет,Pop,Да,Нет,Иногда,Никогда,Никогда,Никогда,Никогда,Очень часто,Редко,Никогда,Никогда,Очень часто,Никогда,Очень часто,Очень часто,Очень часто,Иногда,Никогда,4,5,9,1,Улучшение,128.0
372,15,Spotify,2.0,Да,Да,Да,Pop,Да,Нет,Редко,Редко,Иногда,Никогда,Иногда,Редко,Иногда,Иногда,Никогда,Никогда,Никогда,Очень часто,Иногда,Никогда,Иногда,Очень часто,9,8,10,9,Улучшение,102.0
373,18,Spotify,3.0,Да,Да,Нет,Pop,Да,Да,Иногда,Никогда,Иногда,Редко,Никогда,Очень часто,Иногда,Очень часто,Очень часто,Иногда,Редко,Очень часто,Очень часто,Очень часто,Иногда,Иногда,7,8,6,2,Улучшение,120.0
374,25,Spotify,1.0,Да,Нет,Нет,Pop,Да,Да,Очень часто,Редко,Редко,Редко,Никогда,Иногда,Иногда,Никогда,Никогда,Редко,Очень часто,Очень часто,Редко,Иногда,Иногда,Иногда,7,6,5,5,Улучшение,80.0
375,18,Apple Music,2.0,Да,Нет,Нет,Pop,Да,Да,Редко,Редко,Редко,Редко,Редко,Очень часто,Редко,Редко,Иногда,Редко,Иногда,Очень часто,Очень часто,Очень часто,Очень часто,Никогда,6,5,8,0,Улучшение,104.0
376,22,Spotify,2.0,Да,Нет,Нет,Pop,Нет,Нет,Иногда,Редко,Иногда,Иногда,Редко,Иногда,Никогда,Редко,Никогда,Очень часто,Редко,Очень часто,Редко,Иногда,Иногда,Редко,7,2,1,0,Улучшение,119.0
377,19,Spotify,8.0,Да,Нет,Нет,Pop,Да,Да,Редко,Иногда,Иногда,Очень часто,Никогда,Очень часто,Никогда,Очень часто,Иногда,Редко,Редко,Очень часто,Иногда,Очень часто,Очень часто,Редко,7,2,1,6,Улучшение,99.0
378,56,Apple Music,8.0,Да,Нет,Нет,Pop,Да,Нет,Иногда,Редко,Редко,Иногда,Никогда,Иногда,Иногда,Редко,Редко,Редко,Иногда,Иногда,Иногда,Иногда,Иногда,Никогда,6,4,1,0,Улучшение,117.0
379,22,Не пользуюсь,4.0,Нет,Нет,Да,Pop,Да,Нет,Редко,Иногда,Очень часто,Иногда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Редко,Очень часто,Очень часто,Редко,Иногда,Никогда,8,7,4,4,Улучшение,119.0
380,20,YouTube Music,1.0,Да,Нет,Нет,Pop,Нет,Да,Никогда,Никогда,Иногда,Никогда,Никогда,Редко,Иногда,Очень часто,Редко,Редко,Никогда,Очень часто,Иногда,Редко,Редко,Никогда,8,6,9,8,Улучшение,120.0
381,22,Apple Music,7.0,Да,Нет,Нет,Pop,Да,Да,Никогда,Никогда,Иногда,Редко,Никогда,Очень часто,Никогда,Очень часто,Иногда,Никогда,Никогда,Очень часто,Очень часто,Очень часто,Иногда,Редко,8,8,10,0,Улучшение,112.0
382,17,Spotify,5.0,Да,Нет,Нет,Pop,Да,Да,Никогда,Никогда,Иногда,Никогда,Никогда,Иногда,Никогда,Очень часто,Редко,Редко,Никогда,Очень часто,Очень часто,Иногда,Редко,Редко,5,5,5,5,Улучшение,180.0
383,15,Spotify,4.0,Да,Да,Нет,Pop,Да,Нет,Никогда,Редко,Никогда,Никогда,Иногда,Редко,Редко,Редко,Редко,Иногда,Редко,Очень часто,Иногда,Иногда,Очень часто,Иногда,3,5,4,0,Улучшение,105.0
384,17,Spotify,2.0,Да,Да,Нет,Pop,Да,Да,Редко,Никогда,Никогда,Редко,Никогда,Иногда,Никогда,Очень часто,Редко,Никогда,Никогда,Очень часто,Никогда,Иногда,Никогда,Никогда,5,2,3,1,Улучшение,122.0
385,19,Spotify,3.0,Да,Нет,Нет,Pop,Да,Нет,Никогда,Никогда,Очень часто,Никогда,Никогда,Очень часто,Редко,Редко,Редко,Редко,Редко,Очень часто,Иногда,Очень часто,Редко,Иногда,1,1,2,3,Улучшение,119.0
386,18,YouTube Music,3.0,Да,Нет,Нет,Pop,Нет,Нет,Редко,Редко,Иногда,Редко,Никогда,Очень часто,Редко,Редко,Никогда,Редко,Редко,Очень часто,Редко,Очень часто,Редко,Иногда,5,4,2,0,Нет эффекта,150.0
387,18,Spotify,2.0,Да,Нет,Да,Pop,Да,Нет,Иногда,Редко,Иногда,Никогда,Никогда,Редко,Иногда,Редко,Никогда,Иногда,Никогда,Очень часто,Редко,Никогда,Иногда,Иногда,5,7,2,0,Улучшение,119.0
388,25,Не пользуюсь,4.0,Да,Нет,Нет,Pop,Да,Да,Редко,Никогда,Иногда,Никогда,Никогда,Очень часто,Никогда,Редко,Редко,Редко,Иногда,Очень часто,Редко,Очень часто,Очень часто,Редко,10,8,6,2,Нет эффекта,150.0
389,16,Spotify,3.0,Да,Нет,Нет,Pop,Да,Нет,Очень часто,Никогда,Никогда,Никогда,Никогда,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Очень часто,Очень часто,Никогда,Иногда,Никогда,3,4,6,8,Улучшение,112.0
390,29,Spotify,2.0,Да,Нет,Нет,Pop,Нет,Нет,Никогда,Никогда,Редко,Редко,Никогда,Очень часто,Никогда,Никогда,Никогда,Иногда,Редко,Очень часто,Никогда,Очень часто,Никогда,Очень часто,10,8,8,9,Улучшение,119.0
391,19,Другое,6.0,Да,Нет,Нет,Pop,Нет,Нет,Иногда,Редко,Редко,Редко,Очень часто,Иногда,Редко,Иногда,Очень часто,Редко,Редко,Очень часто,Иногда,Иногда,Иногда,Иногда,6,6,0,0,Улучшение,124.0
392,26,Не пользуюсь,1.0,Нет,Нет,Нет,Pop,Нет,Нет,Никогда,Редко,Иногда,Иногда,Никогда,Редко,Редко,Иногда,Иногда,Очень часто,Никогда,Очень часто,Редко,Редко,Иногда,Никогда,6,4,0,0,Улучшение,192.0
393,27,Spotify,1.0,Да,Нет,Нет,Pop,Да,Да,Редко,Редко,Редко,Никогда,Редко,Иногда,Редко,Очень часто,Никогда,Иногда,Никогда,Очень часто,Иногда,Иногда,Иногда,Очень часто,8,3,3,3,Улучшение,119.0
394,27,Spotify,1.0,Да,Нет,Нет,Pop,Да,Да,Никогда,Редко,Иногда,Никогда,Никогда,Иногда,Никогда,Редко,Иногда,Никогда,Никогда,Очень часто,Иногда,Иногда,Иногда,Никогда,6,3,1,7,Улучшение,130.0
395,16,Другое,3.0,Да,Нет,Нет,Pop,Нет,Да,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Очень часто,Никогда,Никогда,Никогда,Очень часто,Иногда,Никогда,Никогда,Никогда,6,0,0,0,Улучшение,120.0
396,21,Spotify,2.0,Нет,Нет,Нет,Pop,Нет,Нет,Редко,Никогда,Никогда,Никогда,Редко,Иногда,Никогда,Никогда,Никогда,Иногда,Иногда,Очень часто,Иногда,Иногда,Очень часто,Иногда,5,6,3,4,Нет эффекта,170.0
397,20,Spotify,1.0,Да,Нет,Нет,Pop,Да,Нет,Редко,Никогда,Никогда,Очень часто,Никогда,Редко,Редко,Редко,Никогда,Иногда,Редко,Очень часто,Редко,Редко,Очень часто,Никогда,3,2,3,0,Улучшение,121.0
398,21,YouTube Music,2.0,Да,Нет,Нет,Pop,Да,Нет,Иногда,Никогда,Очень часто,Редко,Никогда,Редко,Редко,Редко,Иногда,Редко,Иногда,Очень часто,Очень часто,Редко,Иногда,Иногда,5,4,10,7,Нет эффекта,121.0
399,27,YouTube Music,3.0,Да,Нет,Нет,Pop,Нет,Нет,Редко,Редко,Редко,Редко,Никогда,Очень часто,Редко,Редко,Редко,Редко,Редко,Очень часто,Очень часто,Иногда,Иногда,Редко,7,2,0,1,Улучшение,113.0
400,19,Spotify,4.0,Нет,Нет,Нет,Pop,Нет,Да,Никогда,Никогда,Иногда,Никогда,Никогда,Иногда,Иногда,Иногда,Иногда,Редко,Никогда,Очень часто,Иногда,Иногда,Иногда,Иногда,9,6,3,0,Нет эффекта,120.0
401,21,Не пользуюсь,0.5,Нет,Нет,Нет,Pop,Нет,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,10,2,1,10,Ухудшение,108.0
402,24,Spotify,2.0,Да,Нет,Нет,Pop,Да,Да,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Редко,Никогда,Редко,Никогда,Очень часто,Очень часто,Иногда,Редко,Редко,6,6,3,6,Улучшение,115.0
403,21,YouTube Music,0.5,Да,Нет,Нет,Pop,Да,Да,Никогда,Редко,Никогда,Редко,Никогда,Редко,Редко,Редко,Никогда,Иногда,Никогда,Очень часто,Редко,Редко,Иногда,Редко,5,3,4,1,Улучшение,119.0
404,18,YouTube Music,1.0,Да,Да,Да,Pop,Да,Нет,Никогда,Редко,Никогда,Иногда,Редко,Редко,Никогда,Иногда,Никогда,Иногда,Никогда,Очень часто,Редко,Иногда,Иногда,Никогда,7,1,1,1,Улучшение,114.0
405,19,Spotify,2.0,Да,Да,Нет,Pop,Да,Да,Редко,Никогда,Иногда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Редко,Очень часто,Никогда,Редко,Иногда,Иногда,5,9,1,7,Нет эффекта,145.0
406,20,YouTube Music,1.0,Да,Нет,Нет,Pop,Нет,Да,Иногда,Редко,Редко,Редко,Редко,Иногда,Редко,Никогда,Никогда,Редко,Редко,Очень часто,Редко,Иногда,Редко,Очень часто,8,9,6,5,Ухудшение,119.0
407,19,Spotify,4.0,Да,Да,Нет,Pop,Да,Нет,Иногда,Иногда,Никогда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Очень часто,Никогда,Никогда,Никогда,Никогда,9,1,0,9,Улучшение,149.0
408,17,YouTube Music,8.0,Да,Нет,Нет,Pop,Да,Да,Редко,Никогда,Очень часто,Никогда,Никогда,Иногда,Редко,Никогда,Никогда,Очень часто,Никогда,Очень часто,Никогда,Редко,Редко,Очень часто,5,2,4,7,Нет эффекта,95.0
409,21,Spotify,4.0,Да,Да,Да,Pop,Нет,Нет,Редко,Иногда,Никогда,Иногда,Иногда,Редко,Иногда,Никогда,Никогда,Никогда,Никогда,Иногда,Иногда,Редко,Иногда,Никогда,4,6,3,4,Улучшение,97.0
410,19,Spotify,5.0,Да,Да,Нет,Pop,Да,Да,Очень часто,Иногда,Редко,Никогда,Редко,Редко,Редко,Очень часто,Иногда,Очень часто,Редко,Очень часто,Редко,Редко,Иногда,Редко,10,8,1,0,Улучшение,163.0
411,19,Spotify,4.0,Да,Нет,Нет,Pop,Да,Да,Иногда,Редко,Иногда,Никогда,Никогда,Иногда,Иногда,Редко,Редко,Иногда,Иногда,Очень часто,Иногда,Иногда,Иногда,Иногда,8,6,2,0,Улучшение,140.0
412,16,Spotify,6.0,Да,Нет,Нет,Pop,Да,Да,Редко,Редко,Иногда,Редко,Никогда,Очень часто,Иногда,Очень часто,Очень часто,Редко,Никогда,Очень часто,Очень часто,Очень часто,Никогда,Никогда,10,7,6,10,Улучшение,105.0
413,19,Spotify,6.0,Да,Нет,Нет,Pop,Да,Да,Редко,Редко,Редко,Никогда,Никогда,Иногда,Иногда,Иногда,Редко,Иногда,Никогда,Очень часто,Редко,Редко,Редко,Иногда,6,6,8,0,Улучшение,78.0
414,21,Не пользуюсь,0.5,Нет,Нет,Нет,Pop,Да,Нет,Никогда,Редко,Иногда,Никогда,Никогда,Иногда,Редко,Иногда,Никогда,Очень часто,Никогда,Очень часто,Иногда,Иногда,Очень часто,Никогда,6,2,2,0,Улучшение,95.0
415,18,Spotify,1.0,Да,Да,Нет,Pop,Да,Да,Редко,Редко,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Редко,Никогда,Очень часто,Никогда,Никогда,Иногда,Иногда,3,2,2,5,Улучшение,160.0
416,18,Spotify,4.0,Да,Нет,Нет,R&B,Да,Нет,Никогда,Никогда,Редко,Никогда,Редко,Очень часто,Никогда,Очень часто,Иногда,Иногда,Никогда,Иногда,Очень часто,Очень часто,Никогда,Редко,7,2,5,9,Улучшение,107.0
417,18,Не пользуюсь,1.0,Да,Нет,Нет,R&B,Да,Да,Редко,Редко,Редко,Редко,Иногда,Редко,Редко,Никогда,Редко,Редко,Никогда,Иногда,Иногда,Редко,Иногда,Иногда,2,2,5,1,Улучшение,155.0
418,19,Не пользуюсь,5.0,Да,Нет,Нет,R&B,Да,Да,Редко,Редко,Иногда,Очень часто,Редко,Очень часто,Иногда,Никогда,Никогда,Редко,Редко,Редко,Очень часто,Очень часто,Иногда,Редко,6,7,5,4,Улучшение,118.0
419,19,Spotify,10.0,Да,Нет,Нет,R&B,Да,Да,Никогда,Редко,Очень часто,Никогда,Никогда,Иногда,Никогда,Очень часто,Никогда,Никогда,Никогда,Редко,Очень часто,Редко,Никогда,Никогда,7,2,1,5,Улучшение,110.0
420,19,Spotify,3.0,Да,Нет,Нет,R&B,Да,Да,Редко,Никогда,Иногда,Никогда,Никогда,Очень часто,Редко,Очень часто,Редко,Редко,Редко,Очень часто,Очень часто,Очень часто,Редко,Очень часто,5,4,0,1,Улучшение,77.0
421,26,Spotify,1.0,Нет,Нет,Нет,R&B,Нет,Нет,Редко,Иногда,Никогда,Иногда,Никогда,Очень часто,Очень часто,Никогда,Никогда,Никогда,Очень часто,Очень часто,Очень часто,Очень часто,Очень часто,Никогда,3,2,0,0,Нет эффекта,113.0
422,22,Spotify,2.0,Нет,Нет,Нет,R&B,Нет,Да,Иногда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Очень часто,Очень часто,Иногда,Никогда,Иногда,Очень часто,Редко,Редко,Иногда,1,1,4,1,Нет эффекта,87.0
423,18,Spotify,2.0,Да,Нет,Нет,R&B,Нет,Да,Иногда,Никогда,Никогда,Никогда,Никогда,Редко,Никогда,Никогда,Никогда,Редко,Никогда,Очень часто,Очень часто,Редко,Никогда,Никогда,5,6,0,1,Нет эффекта,164.0
424,25,Apple Music,2.5,Да,Нет,Нет,R&B,Нет,Нет,Редко,Никогда,Никогда,Редко,Редко,Иногда,Редко,Никогда,Очень часто,Очень часто,Редко,Иногда,Очень часто,Иногда,Иногда,Иногда,7,6,5,4,Улучшение,118.0
425,17,Spotify,2.0,Да,Нет,Нет,R&B,Да,Да,Редко,Редко,Никогда,Никогда,Иногда,Иногда,Редко,Очень часто,Никогда,Редко,Никогда,Иногда,Очень часто,Иногда,Никогда,Редко,6,1,0,0,Улучшение,118.0
426,20,Apple Music,4.0,Да,Нет,Нет,R&B,Да,Да,Иногда,Редко,Никогда,Редко,Никогда,Иногда,Иногда,Редко,Никогда,Редко,Никогда,Иногда,Очень часто,Очень часто,Очень часто,Редко,9,10,3,0,Улучшение,113.0
427,17,Spotify,2.0,Нет,Нет,Нет,R&B,Нет,Да,Иногда,Никогда,Редко,Никогда,Никогда,Очень часто,Редко,Редко,Никогда,Редко,Никогда,Иногда,Очень часто,Иногда,Никогда,Редко,8,6,10,3,Улучшение,148.0
428,57,Другое,2.0,Нет,Нет,Нет,R&B,Да,Нет,Редко,Иногда,Никогда,Никогда,Редко,Иногда,Иногда,Никогда,Никогда,Никогда,Никогда,Иногда,Иногда,Иногда,Редко,Никогда,2,0,0,0,Улучшение,118.0
429,17,Spotify,3.0,Да,Да,Да,R&B,Да,Да,Очень часто,Никогда,Редко,Никогда,Иногда,Очень часто,Очень часто,Очень часто,Иногда,Никогда,Редко,Очень часто,Очень часто,Очень часто,Иногда,Никогда,9,10,10,3,Нет эффекта,148.0
430,14,Spotify,9.0,Да,Нет,Нет,R&B,Да,Да,Очень часто,Редко,Редко,Редко,Редко,Иногда,Редко,Очень часто,Редко,Иногда,Редко,Очень часто,Очень часто,Очень часто,Редко,Редко,10,8,9,5,Улучшение,140.0
431,65,Apple Music,6.0,Да,Нет,Нет,R&B,Нет,Да,Редко,Редко,Никогда,Редко,Редко,Редко,Редко,Редко,Иногда,Никогда,Никогда,Иногда,Очень часто,Никогда,Иногда,Никогда,3,5,0,2,Нет эффекта,146.0
432,18,Spotify,2.0,Да,Нет,Нет,R&B,Да,Нет,Никогда,Никогда,Никогда,Никогда,Иногда,Очень часто,Редко,Никогда,Редко,Редко,Никогда,Иногда,Очень часто,Очень часто,Редко,Никогда,2,4,0,0,Улучшение,97.0
433,17,Spotify,2.0,Да,Да,Да,R&B,Да,Нет,Очень часто,Редко,Никогда,Редко,Редко,Редко,Иногда,Иногда,Редко,Иногда,Редко,Очень часто,Очень часто,Редко,Иногда,Никогда,3,3,1,0,Улучшение,118.0
434,18,Spotify,2.0,Да,Нет,Нет,R&B,Нет,Нет,Иногда,Редко,Никогда,Никогда,Никогда,Иногда,Редко,Никогда,Никогда,Очень часто,Редко,Очень часто,Очень часто,Иногда,Очень часто,Редко,3,3,0,3,Улучшение,96.0
435,18,Spotify,4.0,Да,Нет,Нет,R&B,Да,Да,Редко,Редко,Редко,Никогда,Никогда,Очень часто,Иногда,Никогда,Никогда,Редко,Никогда,Очень часто,Очень часто,Очень часто,Очень часто,Редко,6,4,1,6,Улучшение,129.0
436,21,Spotify,1.0,Нет,Нет,Нет,R&B,Да,Да,Никогда,Никогда,Никогда,Никогда,Редко,Очень часто,Никогда,Никогда,Никогда,Никогда,Никогда,Очень часто,Очень часто,Иногда,Никогда,Никогда,3,0,0,0,Улучшение,81.0
437,53,Pandora,4.0,Да,Нет,Нет,R&B,Да,Да,Редко,Иногда,Редко,Редко,Редко,Очень часто,Редко,Иногда,Редко,Никогда,Иногда,Редко,Иногда,Иногда,Иногда,Редко,1,0,0,0,Улучшение,153.0
438,18,Spotify,4.0,Да,Да,Нет,R&B,Да,Да,Редко,Иногда,Очень часто,Никогда,Редко,Очень часто,Редко,Иногда,Иногда,Иногда,Редко,Иногда,Очень часто,Иногда,Редко,Иногда,3,0,3,4,Улучшение,169.0
439,56,Другое,6.0,Да,Нет,Нет,R&B,Нет,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Редко,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,2,0,10,10,Улучшение,118.0
440,29,Другое,2.0,Да,Нет,Нет,R&B,Да,Нет,Редко,Никогда,Очень часто,Никогда,Никогда,Очень часто,Редко,Редко,Иногда,Иногда,Никогда,Очень часто,Очень часто,Редко,Никогда,Иногда,10,7,9,3,Нет эффекта,70.0
441,18,Spotify,4.0,Да,Да,Нет,R&B,Нет,Да,Иногда,Редко,Иногда,Никогда,Иногда,Иногда,Никогда,Очень часто,Очень часто,Редко,Никогда,Иногда,Очень часто,Очень часто,Никогда,Редко,2,0,0,0,Нет эффекта,135.0
442,23,YouTube Music,3.0,Да,Нет,Нет,R&B,Да,Да,Очень часто,Никогда,Никогда,Очень часто,Никогда,Очень часто,Очень часто,Никогда,Редко,Очень часто,Редко,Очень часто,Очень часто,Очень часто,Иногда,Редко,3,10,0,0,Нет эффекта,93.0
443,19,Spotify,3.0,Да,Нет,Нет,R&B,Нет,Нет,Редко,Редко,Редко,Редко,Редко,Редко,Редко,Редко,Никогда,Никогда,Никогда,Иногда,Иногда,Иногда,Иногда,Редко,4,2,5,3,Улучшение,130.0
444,18,Spotify,4.0,Нет,Нет,Нет,R&B,Да,Да,Редко,Никогда,Редко,Никогда,Иногда,Очень часто,Никогда,Очень часто,Никогда,Редко,Никогда,Очень часто,Очень часто,Очень часто,Никогда,Никогда,8,7,2,6,Улучшение,80.0
445,18,Apple Music,2.0,Да,Нет,Нет,R&B,Да,Нет,Никогда,Никогда,Никогда,Никогда,Никогда,Иногда,Никогда,Очень часто,Никогда,Никогда,Никогда,Очень часто,Очень часто,Очень часто,Никогда,Никогда,7,5,5,5,Улучшение,80.0
446,18,Spotify,4.0,Да,Нет,Нет,R&B,Нет,Нет,Никогда,Редко,Никогда,Никогда,Никогда,Очень часто,Никогда,Никогда,Никогда,Очень часто,Никогда,Иногда,Очень часто,Иногда,Никогда,Никогда,8,0,0,2,Нет эффекта,118.0
447,20,Spotify,6.0,Да,Нет,Нет,R&B,Да,Да,Редко,Никогда,Никогда,Редко,Никогда,Иногда,Никогда,Иногда,Иногда,Иногда,Никогда,Очень часто,Очень часто,Очень часто,Никогда,Редко,4,1,1,0,Улучшение,89.0
448,20,Spotify,5.0,Да,Да,Да,R&B,Да,Да,Очень часто,Иногда,Никогда,Иногда,Никогда,Очень часто,Редко,Очень часто,Очень часто,Очень часто,Никогда,Очень часто,Очень часто,Очень часто,Очень часто,Иногда,10,6,3,8,Улучшение,128.0
449,21,Spotify,2.0,Да,Нет,Нет,R&B,Да,Да,Иногда,Никогда,Иногда,Редко,Никогда,Никогда,Иногда,Очень часто,Никогда,Иногда,Редко,Иногда,Очень часто,Иногда,Иногда,Иногда,7,6,4,6,Улучшение,147.0
450,17,Spotify,4.0,Да,Нет,Нет,Rap,Да,Нет,Никогда,Редко,Редко,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Редко,Редко,Иногда,Никогда,Очень часто,Иногда,Никогда,10,10,2,4,Улучшение,125.0
451,23,Apple Music,1.0,Нет,Нет,Нет,Rap,Нет,Да,Иногда,Редко,Иногда,Редко,Никогда,Очень часто,Очень часто,Никогда,Никогда,Никогда,Иногда,Редко,Редко,Очень часто,Очень часто,Редко,10,6,3,10,Нет эффекта,140.0
452,16,Spotify,2.0,Да,Нет,Нет,Rap,Да,Да,Очень часто,Никогда,Никогда,Никогда,Никогда,Очень часто,Никогда,Иногда,Никогда,Редко,Никогда,Очень часто,Очень часто,Очень часто,Никогда,Иногда,1,8,0,0,Нет эффекта,126.0
453,18,Spotify,3.0,Да,Нет,Нет,Rap,Да,Да,Редко,Никогда,Никогда,Иногда,Никогда,Очень часто,Иногда,Никогда,Иногда,Иногда,Никогда,Очень часто,Редко,Очень часто,Очень часто,Очень часто,8,9,0,0,Улучшение,155.0
454,23,Другое,6.0,Да,Нет,Нет,Rap,Да,Да,Никогда,Никогда,Иногда,Иногда,Никогда,Редко,Никогда,Иногда,Иногда,Никогда,Никогда,Очень часто,Очень часто,Иногда,Редко,Никогда,3,1,2,7,Улучшение,87.0
455,13,Spotify,10.0,Да,Нет,Нет,Rap,Да,Нет,Никогда,Никогда,Редко,Никогда,Никогда,Иногда,Никогда,Никогда,Никогда,Иногда,Никогда,Редко,Редко,Очень часто,Никогда,Редко,7,2,0,8,Улучшение,140.0
